0,51.5092544212762,-0.161045351271121,-0.0160038904250511,0.0472025016188887
0.5,51.5092475357761,-0.16104274344999,0.116593329254465,0.000535878461199052
1,51.5092479387564,-0.161044449615522,0.216203283973473,0.0164252593211413
1.5,51.5092505709222,-0.161044194084766,0.455253080089085,0.00452355001662751
2,51.5092537043026,-0.161044034654416,0.709276602078598,0.0212327391810382
2.5,51.5092577911817,-0.16104428578803,0.935598298636785,0.0238999884979773
3,51.5092626062496,-0.161043635206682,1.18849069888554,0.0286097858277693
3.5,51.5092679036443,-0.161042912939042,1.22583332671172,-0.00768946496966115
4,51.5092737143613,-0.16104241608724,1.24037617203459,-0.00839707361166741
4.5,51.5092791712735,-0.161041794415597,1.24904686046129,-0.00313019923258394
5,51.5092847795387,-0.161041385513281,1.2396915196628,0.000801366054037835
5.5,51.5092905517987,-0.161041211954483,1.25917704434799,-0.0200296645598459
6,51.5092960650509,-0.161040886214307,1.23678800506717,0.0238362615284746
6.5,51.5093015747027,-0.161040387925308,1.23716810975291,0.023559985987184
7,51.5093071602198,-0.161039895129244,1.26261069240493,-0.00216574959964159
7.5,51.509312917889,-0.161039555962721,1.25515419947509,0.00925651596746585
8,51.5093184857687,-0.161038987983995,1.23831340078817,0.00483554090321288
8.5,51.5093241546174,-0.161038674084976,1.25334150685317,-0.0018241401394561
9,51.5093297876038,-0.161038226824671,1.26108744449219,0.0142756917410398
9.5,51.5093355044564,-0.161037797760255,1.26737828827058,0.0313305974615547
10,51.509341108655,-0.161037271976199,1.23939110628541,0.0364030888160302
10.5,51.50934674368,-0.161037087946606,1.24495339260758,0.0201410719723546
11,51.5093523535353,-0.161036863265844,1.26691101849334,0.00571964809167785
11.5,51.5093580981937,-0.16103671803666,1.25718704544035,0.0279104512457855
12,51.5093636842538,-0.161036554823463,1.25748357553988,-0.00130112283603697
12.5,51.5093693857653,-0.161036556664832,1.24218162236555,-0.0153625733482426
13,51.509374906472,-0.16103658314857,1.2396781049156,-0.00220598472485301
13.5,51.5093805606432,-0.161036604276893,1.2435683678696,0.00818366956939507
14,51.5093861344695,-0.161036535620234,1.26406279722072,0.0136324316568018
14.5,51.5093918403266,-0.161036597687007,1.24507754835435,-0.0329496709002287
15,51.5093973765267,-0.161036784807535,1.2515439872949,-0.030690976334006
15.5,51.5094030237133,-0.161037000456318,1.23037876013472,-0.0176699392467265
16,51.5094084648396,-0.161037056956424,1.21868654040989,-0.0073879553517201
16.5,51.5094140205556,-0.161037068877633,1.23616599327303,-0.00918860749573361
17,51.5094194480167,-0.161037051120509,1.213797061769,-0.00296272647175156
17.5,51.5094249959534,-0.16103707282035,1.23202184766609,-0.00451745381029179
18,51.5094305229366,-0.161036994751891,1.246299465487,0.00281715875047702
18.5,51.5094361289981,-0.161036932801578,1.23290152657455,-0.00760780823450687
19,51.5094416092984,-0.161036839250793,1.24145917668778,0.00180252464286685
19.5,51.5094472567707,-0.161036719765897,1.25050296518048,0.0112362954187246
20,51.5094528292231,-0.161036512749807,1.25586230555922,0.0117328732441604
20.5,51.5094584062986,-0.161036414972888,1.24407111653513,0.00863695943461127
21,51.5094639979927,-0.161036216629243,1.23076010901546,0.0157927975630893
21.5,51.5094694623006,-0.161036040143044,1.23367393135558,0.0095152213905286
22,51.5094750118879,-0.161035921202768,1.25338419173773,-0.0161151675114135
22.5,51.5094806208041,-0.161036106923791,1.24263027294424,-0.0170538260187937
23,51.5094862379956,-0.161036148395786,1.25353217517441,-0.0204296103030341
23.5,51.509491754379,-0.161036158875769,1.21547640046038,0.0130648714178416
24,51.5094972845699,-0.161036044219589,1.23430248995992,0.0109051571239457
24.5,51.5095027952306,-0.161036039421117,1.23138782192926,-0.00557871371704506
25,51.5095083856756,-0.161036000438869,1.24768303689441,-0.00660415067043863
25.5,51.5095139817131,-0.161036154946715,1.25160079103673,-0.0348882559628184
26,51.5095196378689,-0.161036263847611,1.27032344221207,-0.00185665688370673
26.5,51.5095252547478,-0.161036318652682,1.25305934670337,-0.0193357040175542
27,51.5095308478559,-0.16103646020732,1.2180005447834,-0.0124329527995825
27.5,51.5095362997267,-0.161036581794569,1.23313391962687,-0.0458154782701181
28,51.5095419036094,-0.161036849086502,1.24989559042849,-0.0338805679750722
28.5,51.5095474670431,-0.161037148015445,1.24161342740404,-0.0368029008030222
29,51.5095530679562,-0.161037383765009,1.24586387063368,-0.0438053786467814
29.5,51.5095586165892,-0.161037730641572,1.24241418896771,-0.0318469075860925
30,51.5095642419738,-0.16103780034163,1.25102524855984,-0.0109470729365288
30.5,51.5095698767705,-0.161037949653571,1.25133004952513,-0.0154263373268252
